source,target,dist
Q192606,Q187136,7504.8212751407145
Q212561,Q144663,7604.511974881162
Q404817,Q57787,248.62172800516956
Q61089,Q174091,3107.99996056261
Q49240,Q34412,11172.341760744579
Q104725,Q57818,7680.6263049413665
Q104740,Q42664,7944.399747505534
Q104720,Q42651,8211.506176227163
Q137271,Q59205,1982.0340651619586
Q137271,Q59132,1874.4134763436512
Q61089,Q57906,3808.5018229883913
Q385,Q59095,8321.709066306557
Q802,Q42622,8063.759982853445
Q205922,Q34412,2870.7619714992716
Q3042,Q57906,8595.82474852769
Q6106,Q42622,9359.742117143025
Q3905,Q75026,7976.623949388771
Q3900,Q57947,8757.996665811563
Q622,Q71266,8289.3332867735935
Q49233,Q189633,13904.073566451769
Q2107,Q59218,9104.7430855998009
Q43668,Q216077,12127.68106267427
Q43199,Q210493,10472.903470115058
Q44989,Q210365,13090.427678962466
Q41087,Q71284,12387.60568558045
Q16868,Q416748,13141.015189119733
Q16868,Q249007,12382.202062988796
Q16568,Q75150,11748.117658627882
Q16565,Q58584,11606.91008670673
Q16868,Q42635,12502.476708061446
Q16568,Q42622,12771.510546231057
Q79867,Q74957,11174.146091210701
Q42061,Q205922,1102.1840151412828
Q234061,Q198370,11049.401196928808
Q975,Q42651,12091.960323214944
Q16033,Q182852,8170.295022121059
Q184345,Q42622,18854.18101618294
Q42056,Q425996,2356.400009101743
Q31094,Q404429,1329.1221427799906
Q31094,Q304848,1091.2778598722061
Q16552,Q210493,10129.210908486326
Q331380,Q182852,12462.928521318292
Q42056,Q71247,1739.5890959805727
Q20714,Q59095,2108.8452750784227
Q42056,Q58178,1079.3567491439178
Q223439,Q42635,1328.2592822173392
Q40738,Q74957,7489.339100112609
Q16552,Q68695,11302.16822698896
Q16558,Q192271,12944.05032012868
Q16554,Q182852,12260.26125021351
Q503411,Q71284,2316.008438740679
Q128069,Q68481,12168.190846187927
Q40435,Q57970,11489.490698281985
Q1889017,Q198370,2999.9033697977616
Q574903,Q189823,1815.9221692569988
Q42154,Q373346,812.9270984084009
Q42155,Q198266,1720.370572815111
Q42142,Q189633,1817.4213564892887
Q213324,Q58710,1897.5600394698322
Q42142,Q57906,672.6062086074458
Q42141,Q57719,893.2160159377887
Q42150,Q42622,1008.1985451819019
Q42144,Q30340,1314.0782819166586
Q328613,Q58178,1740.0808234553986
Q653364,Q59095,2854.3006683208605
Q653478,Q58294,1938.9537333013168
Q165857,Q57970,1851.9663943906653
Q203403,Q59100,12378.340190528836
Q467471,Q57866,1892.7513250175414
Q38234,Q68481,1264.616182136844
Q3868,Q362865,19601.566851755426
Q3612,Q360326,18868.402344633796
Q3868,Q216077,19344.068878076654
Q3868,Q171943,19387.384999464604
Q270814,Q42635,2236.052159137998
Q20934,Q42635,1191.6930587945865
Q209785,Q426868,3434.5660593106127
Q201404,Q514796,6688.9556807901445
Q188673,Q189633,7667.063031155241
Q213318,Q74957,1297.405761837825
Q42097,Q404429,1446.493025858882
Q42075,Q373346,810.7065770040564
Q42125,Q373023,584.914691572833
Q42074,Q210493,497.2916408222702
Q42128,Q208471,1328.2143606206234
Q42069,Q198370,819.4353366751089
Q42103,Q189823,2178.470024532184
Q42131,Q185684,1147.4844853135126
Q3856,Q68481,8030.4775573552915
Q42105,Q58560,693.5942779058229
Q42137,Q57958,805.4517042789888
Q42077,Q57947,697.7278139333746
Q42125,Q57906,806.0236341539103
Q42074,Q57906,778.7223963598985
Q42094,Q57756,659.2983537950809
Q42136,Q42651,913.0432163105752
Q42069,Q42635,1214.2993697123231
Q42126,Q42622,959.3431006154364
Q42136,Q34405,1300.0146870034491
Q25282,Q182852,1150.244148710691
Q174665,Q183584,6531.999936833394
Q26339,Q57947,11787.348171743111
Q708605,Q205922,1055.2836533785191
Q320934,Q185684,1248.8774724552416
Q274384,Q75026,1551.1650860522213
Q467487,Q57958,1353.814182771814
Q336431,Q57947,1561.6083636350486
Q173591,Q75026,7598.4326776724565
Q168057,Q71227,7324.287662237727
Q502403,Q360374,1797.32175955004
Q501796,Q205914,12881.77761650772
Q100188,Q30340,7283.37281502124
Q6454,Q215755,8968.029492563455
Q386179,Q75150,1566.6968234919427
Q18094,Q189823,9391.535989778862
Q18094,Q68814,8514.295540675665
Q18094,Q68481,8306.413571535903
Q18094,Q59223,9000.800317070212
Q18094,Q58560,7893.207026313021
Q18094,Q57906,8103.011860901451
Q25395,Q57719,11595.102381573277
Q205526,Q92277,1309.6058370601768
Q13378,Q174091,8711.85715462804
Q13369,Q57906,8747.779749590525
Q641,Q57906,8676.338116043533
Q641,Q42622,8841.294071288856
Q243853,Q42666,1480.9618432235368
Q81137,Q182852,7600.66583322165
Q156080,Q59218,8467.915066587659
Q1348,Q182852,1483.9236188924494
Q1002006,Q304848,13120.61204318053
Q6487,Q189823,7791.269080824673
Q6487,Q182852,6832.822529512842
Q193050,Q198266,8069.616415805078
Q81581,Q126995,7273.476170072281
Q14424,Q58401,7553.43144787891
Q174,Q360268,18032.10454972694
Q2460416,Q182852,1252.5966456523815
Q134762,Q211243,6482.34079520982
Q182009,Q59100,8265.280231595298
Q180057,Q58422,8135.765967211294
Q206933,Q360326,10419.377331109006
Q986336,Q42622,12275.16880895448
Q373720,Q59095,10799.577786469854
Q2222874,Q189823,8295.53074633448
Q497793,Q533157,8877.57372616032
Q205942,Q75230,7381.234107566558
Q202973,Q426130,11596.686718597213
Q203000,Q189823,9524.966729091568
Q204234,Q57818,8844.353698650699
Q203380,Q57756,10147.124871498445
Q190828,Q416669,7275.597557016219
Q189471,Q151958,10636.500527648717
Q189133,Q59144,5730.348894556253
Q189383,Q57906,8004.6486562583
Q37995,Q189823,1535.8615902098807
Q37995,Q182852,1140.4843819177063
Q170919,Q197379,2053.364245695729
Q188894,Q360374,7684.732956203107
Q185518,Q182852,756.4149757018105
Q200733,Q570829,7641.453432744885
Q157032,Q425996,7234.831320729348
Q152567,Q208471,7119.666602344433
Q167582,Q426130,6436.172252628764
Q165867,Q189823,7503.769920423184
Q152902,Q57906,9408.542584619261
Q1015681,Q57931,9944.242246624479
Q1015773,Q57906,9952.570686225034
Q1009253,Q42635,7069.006514087881
Q200028,Q42651,9589.898587242953
Q134620,Q372791,6618.885016439513
Q134620,Q217646,6360.024495316926
Q134620,Q182852,6891.83971251581
Q140075,Q59095,7038.520256831708
Q152396,Q249007,6107.374789928024
Q194165,Q30340,7012.74874152157
Q1425428,Q72778,7949.9957987052485
Q1663450,Q42622,8043.792845028558
Q152491,Q57906,7712.737888736143
Q151920,Q42651,7736.725876257839
Q152396,Q42635,8066.636710607437
Q676778,Q182852,9910.224478739388
Q671431,Q92277,8129.281251998192
Q685509,Q58584,14522.057585770188
Q501715,Q42635,12182.494191277941
Q318245,Q570884,777.0038322646976
Q192213,Q74957,7604.009404065756
Q192155,Q57931,7063.428492945729
Q183124,Q182852,18582.36068315197
Q184184,Q68481,12977.93457089753
Q184163,Q57906,8902.685369699304
Q133116,Q360235,11474.520898539704
Q133123,Q42651,8564.24781034828
Q105037,Q68695,17829.19875308383
Q105037,Q59095,18408.201293447397
Q165090,Q58650,8102.911868442829
Q159610,Q57906,8486.469424082294
Q103725,Q58584,7980.0729729683335
Q580533,Q59095,5196.8172449260765
Q485496,Q532981,3016.327758060153
Q459600,Q182852,8175.717308692517
Q1195207,Q71284,2463.0727186751687
Q129649,Q57958,7704.753844294525
Q60956,Q404873,7312.503542887715
Q858713,Q171943,7578.820199561973
Q376749,Q182852,1147.0208182075846
Q339527,Q72778,9492.614130601778
Q225641,Q68481,9175.000322697744
Q225641,Q57756,9309.41472256739
Q233467,Q42635,9506.561414452224
Q220843,Q42635,12693.403463851833
Q125080,Q57958,7224.152824919027
Q79990,Q183584,11248.415945535426
Q54886,Q57818,16122.76926687039
Q52981,Q34405,8875.944974315233
Q52028,Q182852,794.3112728210235
Q83407,Q174091,8844.609403606639
Q3992,Q68481,9300.752901715268
Q109092,Q57906,9243.000845940805
Q271783,Q515573,7956.896615183517
Q26234,Q42622,8428.96469914386
Q42448,Q74957,8243.393405863153
Q41843,Q57818,7670.996853107603
Q628,Q360069,8652.981284643993
Q194366,Q373346,8411.235834796005
Q6285,Q360326,8890.971665298834
Q6157,Q174091,7250.833543014088
Q36600,Q42635,9180.017697448528
Q35493,Q16959,864.2147595185053
Q39984,Q319804,9580.046744557518
Q23051,Q57947,9277.544680302834
Q40191,Q68481,8187.2758962253565
Q44198,Q75091,10277.85637142569
Q44013,Q57906,11323.93469664335
Q72259,Q59095,9690.337841501288
Q77433,Q42664,10212.452956360754
Q279,Q75091,8356.44001395821
Q8969,Q319804,15285.285192128047
Q8969,Q189823,15070.950406224156
Q9365,Q16959,1675.2079782490725
Q34183,Q57931,11239.93650288984
Q256711,Q58178,7145.542328662947
Q3940,Q189823,6587.7742544168505
Q5168,Q92297,6004.775326725293
Q216638,Q71284,8552.436957470132
Q214655,Q68579,8276.41950201409
Q217125,Q34405,7753.600272207445
Q28911,Q425996,6425.046575390347
Q1015,Q216077,8565.375868384595
Q6681,Q75150,8349.566226066956
Q1722,Q189823,8690.671827783332
Q28911,Q42651,7215.0403341112215
Q13360,Q373101,8588.174232841777
Q3688,Q183584,11285.684379570934
Q3929,Q34412,7707.951957991745
Q38380,Q210493,8958.413768472394
Q18021,Q373023,8670.209175135768
Q3844,Q373023,11778.28444217721
Q3854,Q185684,10009.924073403796
Q1341,Q187136,5250.330839937206
Q1492,Q42635,10042.926849971673
Q1850,Q182852,1516.2405816975179
Q3780,Q363166,13239.84676616568
Q3780,Q185684,13109.124256512536
Q906,Q16959,2252.9683909809632
Q13377,Q57970,8936.87823696286
Q13377,Q42635,9290.288745987213
Q11568,Q189823,4250.694956338876
Q10686,Q185684,8978.672078293292
Q10717,Q68481,16348.302977214964
Q2683,Q58401,8084.190771448497
Q2634,Q42635,9252.23189726416
Q2634,Q30340,8258.818094840504
Q11959,Q42635,10433.762086772673
Q42716,Q57719,8878.007619700787
Q495,Q42635,9439.768546207375
Q459,Q187136,7342.411428245857
Q1289,Q42622,9272.86716992908
Q1829,Q604625,6565.969864904937
Q318314,Q42622,17876.583899830945
Q44012,Q28996,10195.459051284157
Q42168,Q74957,8664.785935987076
Q1476,Q497341,8439.175832003808
Q2746,Q57719,6197.1036206092
Q656,Q42635,7359.7702540479495
Q2235,Q198370,6417.105037791592
Q898,Q68481,4898.40520085797
Q914,Q92277,6015.939378754231
Q891,Q185684,6105.767017706229
Q911,Q205922,4633.9301973288075
Q898,Q208471,3846.21309617249
Q914,Q496405,5683.787082731256
Q2837,Q373687,6215.7076127366645
Q2837,Q497341,5877.024629927374
Q919,Q205922,2324.183315427193
Q919,Q304848,2437.743490820292
Q919,Q349983,2369.0992224693355
Q79815,Q372791,8408.969902168361
Q2143,Q72778,4906.394393977002
Q478818,Q198370,18276.339282822904
Q646850,Q57958,8167.641835969443
Q629471,Q532981,6778.173308458406
Q828782,Q171943,19146.116583046616
Q842713,Q404362,18113.610701137113
Q36077,Q68481,1367.9335947137238
Q19491,Q198266,1782.2892943769684
Q19316,Q215755,1983.2962159672463
Q33421,Q215755,2095.1792418872096
Q209988,Q68814,8608.538052461907
Q36077,Q1015132,306.5722610211171
Q209983,Q404599,7593.852561624589
Q240504,Q404873,7747.960545956425
Q6014,Q92381,2907.735355444287
Q3870,Q182852,7657.861793881788
Q3870,Q362865,8800.46398898875
Q5815,Q304848,4103.137913795418
Q140147,Q71339,7364.0158344228585
Q98995,Q57756,6121.830735871991
Q95449,Q57818,5133.320527767801
Q95041,Q373564,5136.157323133334
Q154835,Q30340,6546.532805153714
Q4035,Q57719,18055.889400689626
Q4035,Q372791,17938.058086854042
Q140147,Q532981,6289.089687917053
Q154835,Q174091,7044.78713015781
Q890671,Q205922,540.2030091720718
Q165420,Q28996,7456.206218182906
Q168929,Q30340,18055.301052815987
Q168376,Q59095,17302.378467815146
Q13379,Q515712,3789.60418244075
Q132830,Q72778,10848.788848909087
Q6548,Q57906,9139.597542390728
Q390796,Q75230,7558.459879647047
Q377929,Q189633,8215.266078742692
Q6640,Q182852,1891.8561250364323
Q6509,Q210493,7590.334359795628
Q5206,Q57958,6620.766535743805
Q5206,Q57970,6686.159309615884
Q4454,Q189823,3860.8599055128793
Q4454,Q217646,601.9197329695546
Q4454,Q319804,4074.2885552392872
Q157835,Q71266,6548.92444069198
Q5426,Q69060,4205.687145490386
Q5540,Q183584,4868.362500061421
Q5627,Q359990,5964.688497696634
Q5540,Q427265,5493.838042517102
Q159273,Q198370,17559.72562568809
Q44242,Q68481,17085.137403286288
Q172455,Q427367,8458.85836713921
Q183002,Q75336,3802.3257727237997
Q170415,Q151958,7668.69213088951
Q6816,Q183584,1778.2840703473782
Q6816,Q535534,1262.98419143167
Q6816,Q571033,905.0847602793245
Q6816,Q571219,1276.0172329292309
Q170513,Q372791,6346.859346396931
Q170415,Q416669,7660.667268281125
Q9361,Q57756,3929.6818788684986
Q11711,Q68481,2142.768134829014
Q26430,Q57970,8786.012045841217
Q192387,Q57958,18662.986213814074
Q171612,Q59095,18639.924105518334
Q171617,Q68481,18590.13590650995
Q22690,Q71266,8466.819296672178
Q270704,Q71266,7839.16454237621
Q40269,Q42622,19223.129212424337
Q202316,Q71266,18516.327694385414
Q181376,Q189823,8001.188137255292
Q179833,Q198266,5880.669235516276
Q25331,Q42666,8451.878290072442
Q206988,Q373023,8698.62826095486
Q188901,Q42651,18511.912650286464
Q188901,Q171943,18256.92049127802
Q209785,Q4007,9375.767813288352
Q190828,Q180131,1464.8456828733174
Q1008595,Q516581,439.28787751733563
Q196486,Q191871,1426.0514441463677
Q33292,Q186569,941.4662376459052
Q204150,Q168668,959.6968390726291
Q23185,Q180131,1700.2813742509272
Q13362,Q168668,1297.9381503410154
Q26887,Q168668,8731.97551090689
Q842984,Q569636,843.420260031028
Q5426,Q186569,2471.71586856318
Q130514,Q192926,1994.4551756694486
Q129649,Q191871,444.8412757391995
Q154835,Q180131,1281.059622987534
Q140147,Q6832,1110.826356356069
Q6046,Q186254,1413.5762258188333
Q83065,Q186254,2318.516469954142
Q79808,Q168668,93.79214439900316
Q737822,Q191871,375.41122486935217
Q745074,Q186569,1170.6351612154842
Q146317,Q186254,833.9537440139651
Q3104,Q186254,1663.922541803403
Q891,Q168668,1822.10112910048
Q14424,Q192926,789.8206096173461
Q60037,Q168668,933.2873733768931
Q43387,Q186569,90.1834551188186
Q43387,Q186254,89.25705501905445
Q1761,Q186569,2692.331525105221
Q87,Q192926,1330.9530231066653
Q41843,Q4007,2661.0534009055514
Q502434,Q516581,132.66514039816792
Q502710,Q4007,311.2342621221431
Q68978,Q180131,1456.8702892804654
Q9009,Q168668,1557.2822606251111
Q71170,Q180131,1297.203734628081
Q8693,Q6832,470.168485738864
Q802,Q180131,830.1457852342447
Q202357,Q186569,384.3326232868692
Q188673,Q192926,256.4335933218609
Q201722,Q192926,353.40593766943954
Q187352,Q180131,227.94645695847186
Q157032,Q191871,285.6125109713683
Q158088,Q168668,532.5186354252428
Q1719466,Q180131,1430.578990701147
Q190847,Q186254,123.36804697039643
Q747470,Q191871,205.00826794035115
Q858250,Q168668,5490.338524749275
Q54452,Q180131,306.6751895157299
Q13121,Q180131,1839.0030614056832
Q26119,Q180131,750.5430303724994
Q214344,Q192926,257.37910240530385
Q214347,Q191871,201.1014965383789
Q1341,Q192926,2140.966797903821
Q269,Q186254,3594.976294731732
Q217039,Q103892,1420.8035263366355
Q37776,Q106583,999.4417549400405
Q37836,Q761,7468.947109503734
Q193965,Q208473,301.65447670687007
Q158239,Q158488,164.40980390181966
Q986102,Q106583,31.30733846634747
Q994280,Q92212,82.76099314415633
Q193965,Q37333,404.9242436341484
Q25409,Q826068,114.90643735729458
Q199500,Q761,2070.050038650787
Q25409,Q598,156.93166845106308
Q25409,Q588,235.54027708148263
Q25331,Q588,813.2127864449079
Q25410,Q385,607.6981406953366
Q40844,Q1799,851.8738309740121
Q502993,Q826068,319.2524054519222
Q205271,Q236083,487.1875643637655
Q185582,Q234184,8030.999147041879
Q179585,Q104740,805.1632483152755
Q191793,Q158006,64.92021338452165
Q180139,Q110732,69.73287370966868
Q191793,Q107106,11.044964332696042
Q191793,Q107094,25.66522294702937
Q180139,Q1799,131.12733158490863
Q850676,Q106274,208.1920148092897
Q513417,Q102350,130.33210855680232
Q181376,Q1799,540.7540221871399
Q181376,Q761,74.81888611334277
Q179833,Q761,2425.3170878524634
Q187938,Q41252,1044.7201665833509
Q33292,Q106583,1352.8502728785068
Q204150,Q103217,504.7073974768339
Q33486,Q41252,6468.236822894257
Q33935,Q580,2516.114028989942
Q33935,Q270,2501.8704295312123
Q185280,Q106583,410.03796635769714
Q184587,Q106583,7380.087030978402
Q184090,Q52842,1410.785199837712
Q40435,Q598,7155.592232178782
Q23051,Q41252,1493.6698397180464
Q185332,Q598,258.6384798387429
Q48194,Q161595,82.38376006080411
Q147607,Q147934,43.96789072564124
Q171223,Q106583,285.02516560069057
Q13360,Q41252,1078.4021820096352
Q48194,Q106583,51.8306208775214
Q3584,Q45197,101.2183965136101
Q171223,Q598,232.78950128595744
Q156080,Q588,85.50215531682225
Q192807,Q1799,2568.1705505005584
Q192225,Q802,2252.5418204711086
Q26430,Q37333,1211.1442409501692
Q178405,Q107094,1201.2242022023702
Q178385,Q41252,1314.2213156680589
Q11736,Q580,7167.762487995019
Q19689,Q37333,1123.0022165049288
Q16565,Q1799,7533.17088668678
Q16572,Q580,8260.332206894207
Q7003,Q92212,1009.3131269503531
Q9832,Q761,1214.2912027918087
Q170415,Q104740,1055.6626795182733
Q7550,Q37333,200.88995981211457
Q182521,Q104725,2256.8128261378993
Q182625,Q37333,7381.831102535777
Q149108,Q158485,79.33758233224994
Q192904,Q107106,22.34209968660368
Q8471,Q761,1765.287665261326
Q7003,Q761,1436.0211252991576
Q182521,Q580,2238.974985737984
Q182521,Q385,2416.535313012358
Q16552,Q270,9732.176392136915
Q5384,Q319813,1853.3845273388542
Q147402,Q103217,10284.55469718069
Q5343,Q104731,1973.3769207315743
Q933638,Q393171,283.6959289315929
Q320798,Q158485,476.45565592733635
Q293558,Q104302,249.34200257676406
Q390798,Q52842,459.6108336920633
Q375097,Q45197,304.7063564448021
Q377834,Q2734,589.9383268942419
Q5083,Q385,8081.185393987906
Q5196,Q270,2079.9787488328993
Q9022,Q1799,10149.195110224637
Q329775,Q802,366.21190349305147
Q3771,Q123511,720.1992290101082
Q133123,Q41252,1677.7577603668205
Q6576,Q761,5160.610118362067
Q3750,Q2734,571.3698093457457
Q167394,Q106583,661.6404177668597
Q165420,Q104725,1079.2337251520328
Q167394,Q41252,1034.7733461238704
Q106583,Q82765,451.1783638068244
Q156711,Q826068,125.04047125443256
Q140147,Q319813,94.39118611334905
Q140147,Q209932,36.25146816946895
Q134712,Q103217,633.2565411224865
Q154835,Q106681,762.8871260769247
Q157725,Q52845,698.7576731695583
Q157144,Q37333,475.36018307088693
Q156726,Q37333,300.57042843484135
Q102217,Q104720,1030.930402073876
Q789233,Q461287,579.8966666039715
Q784229,Q158006,320.5092670851393
Q140147,Q37333,119.4494919104713
Q3426,Q104731,1629.5481915753037
Q3214,Q104720,82.99831848186189
Q3323,Q92212,1313.5575299544605
Q3437,Q82765,1326.3508593089873
Q640469,Q385,121.95820682195497
Q606126,Q385,457.8594007463585
Q3881,Q761,7636.347138741016
Q715975,Q104740,8525.711821255154
Q3014,Q106583,644.250092054827
Q3069,Q105084,832.2224936171997
Q3046,Q103217,775.8491420855858
Q1486,Q270,12326.92249041652
Q776965,Q385,211.85318922968818
Q668318,Q826068,153.55993529049636
Q841356,Q108679,462.9979590576856
Q646850,Q106281,397.67645897796837
Q625154,Q105060,294.67433095725573
Q167109,Q208473,273.8442427110726
Q146317,Q106281,394.8793526203617
Q81581,Q580,613.6931644169446
Q103217,Q761,377.51239726862303
Q102397,Q588,271.9363895903832
Q125293,Q580,10106.55140641626
Q2107,Q106274,624.7053843571546
Q2119,Q41252,775.0346845356347
Q571712,Q598,7927.675303821332
Q2112,Q598,965.4476496010594
Q2899,Q92212,775.7184690624186
Q2904,Q52845,760.9551107942142
Q79848,Q52842,1353.1478899173223
Q1711,Q92212,386.9737448803891
Q79875,Q588,8518.14532167495
Q2971,Q208473,1007.6488754361231
Q1721,Q1799,630.641399476764
Q2966,Q147934,526.7528646657877
Q3004,Q92212,513.0523994167703
Q1663,Q598,840.0490518003669
Q1718,Q270,985.2684390110715
Q116417,Q826068,144.73298332344837
Q976,Q761,3842.5495095725873
Q1022,Q580,801.5027384907563
Q49246,Q104720,8307.696119465643
Q207406,Q158004,429.65278846534693
Q181276,Q106583,305.9954520863227
Q189769,Q105084,259.8611503062324
Q130212,Q92212,388.71206394007635
Q144786,Q92689,578.9154786112125
Q2837,Q52892,1340.9802424524564
Q898,Q37333,3341.281333659694
Q60037,Q826068,482.57165113057073
Q1520,Q270,3407.5058947580033
Q486877,Q103217,7453.523782072898
Q490584,Q102317,7280.5300279295325
Q486282,Q41252,3857.75323884349
Q898,Q580,3506.2511293458515
Q487999,Q598,8455.583958880121
Q57970,Q147934,8217.49350259892
Q60956,Q92689,2831.3931960405735
Q1858,Q270,7830.4160064294465
Q2634,Q161595,1111.4442392869396
Q2765,Q82765,936.3968738069469
Q2801,Q52845,1087.8671938209593
Q2795,Q580,466.5560684862987
Q648,Q1799,980.6109994332783
Q48256,Q37333,944.7534854771104
Q216,Q37333,423.1185646144625
Q49268,Q104725,7355.942138002136
Q216,Q1799,680.6641018144539
Q43421,Q82765,7197.332694745897
Q216,Q580,506.1485760768075
Q43382,Q385,1596.9456661070185
Q237655,Q209932,230.0119910110586
Q1731,Q1799,230.08045018991345
Q234061,Q37333,7235.675382288462
Q223422,Q37333,10191.28462627907
Q1435,Q270,801.9450703151523
Q216,Q270,392.9752814875226
Q172,Q270,6920.05240143591
Q46400,Q105060,594.9787840855987
Q585,Q270,1063.46953070624
Q42716,Q588,1211.9958641295257
Q42716,Q270,1427.1709879933717
Q456,Q580,1258.8428760594404
Q406,Q270,1385.5097343147006
Q41753,Q598,684.2602727167557
Q180379,Q236083,385.9810897396699
Q180379,Q103217,831.850204735186
Q3955,Q145972,837.0389688520281
Q179830,Q761,394.7483372852276
Q167668,Q385,270.53804031007905
Q30002,Q580,7029.406356840956
Q994,Q37333,1992.4467250166554
Q504754,Q104720,401.27311474519354
Q499169,Q147934,8568.004733808877
Q502434,Q103892,540.503535803686
Q503711,Q41599,383.07926526403605
Q8684,Q270,7741.6490428342795
Q2807,Q270,2289.755961092039
Q955896,Q215633,7708.444526106493
Q23007,Q108679,737.2840868135535
Q486551,Q104720,439.0109834603029
Q490025,Q92689,514.5867262560289
Q6986,Q102317,694.5914553598153
Q14910,Q145972,983.0196220265093
Q158119,Q37333,2387.0769229126868
Q3813,Q826068,1053.2493196754274
Q9306,Q104731,95.93716226577675
Q6905,Q92689,884.3402915201985
Q3828,Q105084,479.43470310550896
Q3857,Q41252,658.2278207838906
Q4346,Q236083,675.5259926172337
Q4195,Q147934,629.0587562735587
Q3907,Q37333,969.9550877661502
Q4175,Q107106,800.5678919300278
Q157200,Q104720,125.72699653948405
Q4019,Q234184,1069.0432390328447
Q4044,Q82765,1054.0751461854707
Q256669,Q103217,546.4038786036916
Q8738,Q106274,187.1506138704487
Q648489,Q104725,892.0918925965263
Q802,Q106281,47.9352321390439
Q206317,Q104720,991.4956519608512
Q211645,Q802,791.6550799899862
Q106281,Q270,246.58025809381783
Q3943,Q106583,779.1172865648476
Q14957,Q108679,849.0427662179748
Q16119,Q105060,848.0501450470067
Q14895,Q393171,869.6867654296135
Q14891,Q52892,431.673465264839
Q187205,Q104720,838.8304516200667
Q14835,Q147934,96.7485723056539
Q14819,Q110732,207.10119543414646
Q190113,Q52842,883.5630424653981
Q501796,Q92212,7389.959345495463
Q79880,Q37333,419.04796609348216
Q472,Q270,1073.9135211349167
Q986435,Q37333,813.5511379407315
Q217394,Q580,2641.4542119505168
Q191133,Q103217,2485.1578856901924
Q117676,Q37333,2608.6466813921656
Q34615,Q52842,867.9559126686195
Q192980,Q598,1239.6145792362674
Q205905,Q37333,1729.653124397874
Q203675,Q104725,451.55605628989275
Q203000,Q41252,1416.3438558740322
Q189157,Q234184,505.43781132925164
Q431347,Q105084,595.5849739063577
Q430776,Q103217,2407.8993755521574
Q450625,Q92212,585.618606486796
Q729447,Q52845,586.7111025829172
Q771546,Q103217,2477.9661694707406
Q157032,Q104740,1120.1898986254923
Q156713,Q385,833.1400541282845
Q168162,Q158004,2491.2993769874847
Q1023044,Q52845,533.7377600982941
Q200733,Q37333,980.8159543754974
Q990830,Q105060,511.2265906373241
Q1351046,Q236083,57.65495650757249
Q1351046,Q158004,428.3791896964155
Q1719466,Q37333,511.56147009809195
Q182481,Q107106,1095.9951094801454
Q192155,Q385,829.2795549849649
Q162279,Q92212,1479.2142217349929
Q103717,Q82765,1442.8565124348154
Q450625,Q461287,219.30755131859573
Q450625,Q236083,79.84598884991831
Q945484,Q393171,769.2216062325007
Q932901,Q106281,1949.9665300946087
Q156704,Q234184,86.4763048668732
Q58900,Q105084,1398.352648513851
Q59101,Q802,2099.578422880404
Q858713,Q52845,883.012435189403
Q118910,Q236083,183.68670503274632
Q221447,Q102317,2408.3904785767513
Q126084,Q106583,2296.196433412426
Q145002,Q106281,246.68364491081437
Q26397,Q104720,443.06083490311875
Q26175,Q103892,230.6643945227437
Q26397,Q102317,338.3677317245979
Q847715,Q52845,564.951488461088
Q26119,Q802,79.68393494292314
Q211572,Q52842,978.7050822295093
Q206895,Q37333,2252.3161107106002
Q36600,Q270,1136.969328414204
Q5776,Q103217,2501.9512280102076
Q1000887,Q761,2525.472346605986
Q9844,Q104720,680.041146850183
Q9871,Q37333,1209.8212714700746
Q34001,Q105060,1129.3516507304066
Q255385,Q92689,113.00072694432586
Q15928,Q158004,651.4285309615314
Q216638,Q52845,1329.0890492629785
Q7903,Q105060,2862.8875384357866
Q13372,Q92212,939.1103178163255
Q21178,Q92689,443.11587627258206
Q21179,Q82765,704.5833700460963
Q27168,Q147934,722.2592939007066
Q26569,Q103892,2300.3937244623407
Q27393,Q102317,965.7589970269657
Q27001,Q52842,305.3217122503659
Q19583,Q761,1988.3529106452822
Q3476,Q104720,1077.6715694103218
Q13464,Q110732,1036.548410297362
Q13625,Q108679,1307.7455421346958
Q2790,Q158004,757.9867231536546
Q23430,Q11736,1278.8786292214536
Q16557,Q11736,11281.841216359848
Q18808,Q11736,737.167444340771
Q17151,Q11736,7610.989361433231
Q52607,Q11736,19541.787627486105
Q72818,Q11736,2274.6298989863185
Q109386,Q11736,709.967372288173
Q1515,Q11736,12229.042830411954
Q1861,Q11736,3263.7359063228214
Q54182,Q11736,10881.8218218271
Q1345,Q11736,11130.23134473073
Q35997,Q11736,7444.522068298489
Q187205,Q239870,8705.80845484918
Q7070,Q996036,7213.523077442778
Q3150,Q484678,9165.075739705902
Q1822,Q208445,11096.505794025961
Q2795,Q163132,6871.627354693454
Q241037,Q167155,10295.473468223468
Q2844,Q100,6888.400361187706
Q42083,Q958596,8681.958279560886
Q42125,Q268873,9799.878997111882
Q42074,Q199797,8489.705030897929
Q188673,Q8652,9145.33884823845
Q188673,Q60,7576.598642962023
Q14863,Q941870,6952.37731709713
Q42129,Q128228,11111.199280411958
Q42112,Q59670,10834.42984075069
Q42108,Q49246,9931.539021931374
Q42136,Q38555,10212.589995956712
Q25282,Q17042,12040.600875715882
Q14859,Q746820,6774.567610716998
Q3750,Q49268,7033.736567008682
Q5217,Q16739,11890.337782609971
Q2055,Q29445,270.9515166974116
Q2096,Q23197,2827.4211347582154
Q2096,Q16559,2879.353924111181
Q14882,Q79580,7768.512387743974
Q14825,Q51682,9290.045088517485
